,Open,High,Low,Close,Adj Close,Volume,AD,AMATe_LR_8_21_2,AMATe_SR_8_21_2,OBV,AOBV_LR_2,AOBV_SR_2,Adj Close_B_BBL_5_2.0,BOP,CDL_DOJI_10_0.1,CDL_INSIDE,Adj Close_XA_BBL_5_2.0,Adj Close_XA_None,LDECAY_5,DEC_1,HA_open,HA_high,HA_low,HA_close,HL2,HLC3,HWM,HWU,HWL,HWMA_0.2_0.1_0.1,INC_1,MCGD_10,NVI_1,OHLC4,PSARaf_0.02_0.2,PSARr_0.02_0.2,PVI_1,PVOL,PVR,SQZ_ON,SQZ_OFF,SQZ_NO,SQZPRO_ON_WIDE,SQZPRO_ON_NORMAL,SQZPRO_ON_NARROW,SQZPRO_OFF,SQZPRO_NO,SSF_10_2,STC_10_12_26_0.5,STCstoch_10_12_26_0.5,SUPERTd_7_3.0,THERMOl_20_2_0.5,THERMOs_20_2_0.5,TOS_STDEVALL_LR,TOS_STDEVALL_L_1,TOS_STDEVALL_U_1,TOS_STDEVALL_L_2,TOS_STDEVALL_U_2,TOS_STDEVALL_L_3,TOS_STDEVALL_U_3,TTM_TRND_6,WCP
2022-12-01 09:00:00+00:00,1284.0142822265625,1284.0142822265625,1280.297119140625,1282.876708984375,1282.876708984375,0,-307858972.67754304,0,0,333292544.0,0,0,0,-0.30603264260615415,0.0,-1,0,0,1283.8191650390625,1,1283.161027431488,1284.0142822265625,1280.297119140625,1282.8005981445312,1282.1557006835938,1282.3960367838542,1281.5817277530573,1284.0110151012163,1279.1524404048982,1281.5817277530573,0,1288.1570929539398,999.5538536656227,1282.8005981445312,0.04,0,1000.0781288300757,0.0,3.0,0,0,1,0,0,0,0,1,1282.9140002345603,0.0,0.0,1,0,0,1285.6690695165282,1245.814443151666,1325.5236958813905,1205.959816786804,1365.3783222462525,1166.1051904219416,1405.2329486111148,-1,1282.5162048339844
2022-12-01 10:00:00+00:00,1282.90673828125,1283.9061279296875,1281.6419677734375,1281.6419677734375,1281.6419677734375,120297984,-428156956.67754304,0,0,212994560.0,0,0,0,-0.5586047013155058,0.0,-1,0,0,1282.676708984375,1,1282.9808127880096,1283.9061279296875,1281.6419677734375,1282.5242004394531,1282.7740478515625,1282.3966878255208,1280.4421980227257,1282.7888505602707,1278.0955454851808,1280.4421980227257,0,1287.492231429444,999.5538536656227,1282.5242004394531,0.04,0,999.9818809831634,154178944932.9375,3.0,0,0,1,0,0,0,0,1,1282.3745137959859,0.0,0.0,1,0,0,1285.5368658910388,1245.6822395261765,1325.391492255901,1205.8276131613143,1365.2461186207634,1165.9729867964522,1405.1007449856254,-1,1282.2080078125
2022-12-01 11:00:00+00:00,1281.61083984375,1282.5382080078125,1280.2176513671875,1282.5382080078125,1282.5382080078125,151321600,-276835356.67754304,0,0,364316160.0,0,1,0,0.3996317727511836,0.0,0,0,0,1282.5382080078125,0,1282.7525066137314,1282.7525066137314,1280.2176513671875,1281.7262268066406,1281.3779296875,1281.7646891276042,1279.691840997389,1281.9554217796267,1277.428260215151,1279.691840997389,1,1286.9891303183954,999.5538536656227,1281.7262268066406,0.04,0,1000.0518100473569,194075733696.875,1.0,0,0,1,0,0,0,0,1,1282.1941015380562,0.0,0.0,1,0,0,1285.4046622655492,1245.550035900687,1325.2592886304114,1205.6954095358246,1365.1139149952737,1165.8407831709626,1404.9685413601358,1,1281.9580688476562
2022-12-01 12:00:00+00:00,1282.63671875,1287.8709716796875,1282.63671875,1287.8302001953125,1287.8302001953125,185403904,-94319808.4664374,0,0,549720064.0,1,0,0,0.9922106392406539,0.0,0,0,0,1287.8302001953125,0,1282.239366710186,1287.8709716796875,1282.239366710186,1285.24365234375,1285.2538452148438,1286.1126302083333,1280.2631437865525,1282.443823246587,1278.082464326518,1280.2631437865525,1,1287.0730178032843,999.5538536656227,1285.24365234375,0.04,0,1000.4644287244815,238768746805.3125,1.0,0,0,1,0,0,0,0,1,1283.546939555945,0.0,0.0,1,0,0,1285.2724586400598,1245.4178322751975,1325.127085004922,1205.5632059103355,1364.981711369784,1165.7085795454732,1404.8363377346463,1,1286.5420227050781
2022-12-01 13:00:00+00:00,1287.8917236328125,1291.6932373046875,1276.555419921875,1279.792724609375,1279.792724609375,216819712,-218403368.05427378,0,0,332900352.0,1,0,0,-0.5350176196888935,0.0,0,0,0,1287.6302001953125,1,1283.741509526968,1291.6932373046875,1276.555419921875,1283.9832763671875,1284.1243286132812,1282.6804606119792,1279.0608072952878,1281.3169117105306,1276.804702880045,1279.0608072952878,0,1286.3282805729716,999.5538536656227,1283.9832763671875,0.04,0,999.8403188391319,277484289969.5,3.0,0,0,1,0,0,0,0,1,1283.1527339027552,0.0,0.0,1,0,0,1285.1402550145701,1245.2856286497079,1324.9948813794324,1205.4310022848458,1364.8495077442944,1165.5763759199835,1404.7041341091567,-1,1281.9585266113281
2022-12-01 14:00:00+00:00,1279.960205078125,1281.4384765625,1274.9310302734375,1281.4384765625,1281.4384765625,155333120,-63070248.054273784,0,0,488233472.0,1,0,0,0.22716614455345252,0.0,0,0,0,1281.4384765625,0,1283.8623929470778,1283.8623929470778,1274.9310302734375,1279.4420471191406,1278.1847534179688,1279.2693277994792,1278.4353333244978,1281.6457913430002,1275.2248753059955,1278.4353333244978,1,1285.8317937985946,999.6824488608819,1279.4420471191406,0.04,0,999.8403188391319,199049836652.5,2.0,0,0,1,0,0,0,0,1,1282.5565794462475,0.0,0.0,1,0,0,1285.0080513890807,1245.1534250242184,1324.862677753943,1205.2987986593562,1364.7173041188053,1165.4441722944941,1404.5719304836673,-1,1279.8116149902344
2022-12-01 15:00:00+00:00,1281.160888671875,1281.160888671875,1267.70849609375,1271.6866455078125,1271.6866455078125,286971904,-180315152.91712564,0,0,201261568.0,0,1,0,-0.704279414166712,0.0,0,0,0,1281.2384765625,1,1281.6522200331092,1281.6522200331092,1267.70849609375,1275.4292297363281,1274.4346923828125,1273.5186767578125,1275.80489838414,1278.8593880166604,1272.7504087516195,1275.80489838414,0,1284.3532857180594,999.6824488608819,1275.4292297363281,0.04,0,999.0793122646417,364938337952.75,3.0,0,0,1,0,0,0,0,1,1279.5592057023096,0.0,0.0,-1,0,0,1284.8758477635913,1245.021221398729,1324.7304741284536,1205.166595033867,1364.5851004933156,1165.3119686690047,1404.439726858178,-1,1273.0606689453125
2022-12-01 16:00:00+00:00,1271.7730712890625,1273.6600341796875,1268.6986083984375,1272.8624267578125,1272.8624267578125,0,-180315152.91712564,0,0,201261568.0,0,1,0,0.21956500344454286,0.0,1,0,0,1272.8624267578125,0,1278.5407248847187,1278.5407248847187,1268.6986083984375,1271.74853515625,1271.1793212890625,1271.7403564453125,1273.823348741193,1276.872742640717,1270.7739548416691,1273.823348741193,1,1283.1621407209125,999.774907270676,1271.74853515625,0.04,0,999.0793122646417,0.0,2.0,0,0,1,0,0,0,0,1,1276.6309740050763,0.0,0.0,-1,0,0,1284.7436441381017,1244.8890177732394,1324.598270502964,1205.0343914083774,1364.452896867826,1165.179765043515,1404.3075232326883,-1,1272.0208740234375
2022-12-01 17:00:00+00:00,1272.8912353515625,1275.2965087890625,1270.3682861328125,1275.2965087890625,1275.2965087890625,0,-180315152.91712564,0,0,201261568.0,0,1,0,0.48806103239869214,0.0,0,0,0,1275.2965087890625,0,1275.1446300204843,1275.2965087890625,1270.3682861328125,1273.463134765625,1272.8323974609375,1273.6537679036458,1272.6999726040335,1275.8724989655232,1269.5274462425439,1272.6999726040335,1,1282.3559921535782,999.774907270676,1273.463134765625,0.04,0,999.0793122646417,0.0,1.0,0,0,1,0,0,0,0,1,1275.0888862922925,0.0,0.0,-1,1,0,1284.6114405126123,1244.75681414775,1324.4660668774745,1204.9021877828877,1364.3206932423368,1165.0475614180257,1404.1753196071988,-1,1274.064453125
2022-12-01 18:00:00+00:00,1275.085693359375,1276.9664306640625,1273.4388427734375,1274.6112060546875,1274.6112060546875,0,-180315152.91712564,0,0,201261568.0,0,1,0,-0.13450757837912658,100.0,0,0,0,1275.0965087890625,1,1274.3038823930547,1276.9664306640625,1273.4388427734375,1275.0255432128906,1275.20263671875,1275.0054931640625,1271.6515289440788,1274.6765526247673,1268.6265052633903,1271.6515289440788,0,1281.5625177526015,999.774907270676,1275.0255432128906,0.04,0,999.0793122646417,0.0,3.0,0,1,0,0,0,0,1,0,1274.3337709066068,0.0,0.0,-1,1,1,1284.4792368871229,1244.6246105222606,1324.3338632519851,1204.7699841573985,1364.1884896168472,1164.9153577925363,1404.0431159817094,-1,1274.9069213867188
2022-12-01 19:00:00+00:00,1274.6815185546875,1276.6116943359375,1273.2490234375,1275.84912109375,1275.84912109375,0,-180315152.91712564,0,0,201261568.0,0,1,0,0.347224743166225,0.0,0,0,0,1275.84912109375,0,1274.6647128029726,1276.6116943359375,1273.2490234375,1275.0978393554688,1274.9303588867188,1275.2366129557292,1271.0995742311725,1274.084518360946,1268.114630101399,1271.0995742311725,1,1280.9808750425454,999.774907270676,1275.0978393554688,0.04,0,999.0793122646417,0.0,1.0,0,1,0,0,0,0,1,0,1274.4069155157335,0.0,0.0,-1,1,0,1284.3470332616332,1244.492406896771,1324.2016596264955,1204.637780531909,1364.0562859913575,1164.7831541670466,1403.9109123562198,1,1275.3897399902344
2022-12-01 20:00:00+00:00,1275.9530029296875,1276.0946044921875,1273.8468017578125,1273.890380859375,1273.890380859375,0,-180315152.91712564,0,1,201261568.0,0,1,0,-0.9176170305202563,0.0,-1,0,0,1275.64912109375,1,1274.8812760792207,1276.0946044921875,1273.8468017578125,1274.9461975097656,1274.970703125,1274.610595703125,1270.2841362235297,1273.2665632841615,1267.3017091628979,1270.2841362235297,0,1280.2559070126058,999.774907270676,1274.9461975097656,0.04,0,999.0793122646417,0.0,3.0,0,1,0,0,0,0,1,0,1274.3062116662552,0.0,0.0,-1,1,0,1284.2148296361438,1244.3602032712815,1324.069456001006,1204.5055769064193,1363.9240823658683,1164.6509505415572,1403.7787087307304,-1,1274.4305419921875
2022-12-01 21:00:00+00:00,1273.6302490234375,1276.1678466796875,1270.3690185546875,1276.1678466796875,1276.1678466796875,0,-180315152.91712564,0,1,201261568.0,0,1,0,0.4376052542943752,0.0,0,0,0,1276.1678466796875,0,1274.9137367944932,1276.1678466796875,1270.3690185546875,1274.083740234375,1273.2684326171875,1274.2349039713542,1270.175596015631,1273.3789073640285,1266.9722846672337,1270.175596015631,1,1279.8418374984562,999.774907270676,1274.083740234375,0.04,0,999.0793122646417,0.0,1.0,0,1,0,0,0,0,1,0,1274.7361544524574,0.0,0.0,-1,1,1,1284.0826260106542,1244.227999645792,1323.9372523755164,1204.3733732809296,1363.7918787403787,1164.5187469160676,1403.6465051052407,1,1274.7181396484375
2022-12-01 22:00:00+00:00,1275.999755859375,1279.125732421875,1275.4793701171875,1277.9522705078125,1277.9522705078125,4833792,-178592555.2190238,1,0,206095360.0,0,1,0,0.5354691841585484,0.0,0,0,0,1277.9522705078125,0,1274.498738514434,1279.125732421875,1274.498738514434,1277.1392822265625,1277.3025512695312,1277.5191243489583,1270.5850437295885,1273.8309000530649,1267.3391874061122,1270.5850437295885,1,1279.6517607606615,999.774907270676,1277.1392822265625,0.04,0,999.2191389992494,6177355461.5625,1.0,0,1,0,1,0,0,0,0,1275.7272682920318,0.0,0.0,-1,1,1,1283.9504223851648,1244.0957960203025,1323.805048750027,1204.2411696554404,1363.659675114889,1164.3865432905782,1403.5143014797513,1,1277.6274108886719
2022-12-01 23:00:00+00:00,1278.0521240234375,1278.6617431640625,1275.0828857421875,1276.1142578125,1276.1142578125,0,-178592555.2190238,1,0,206095360.0,0,1,0,-0.5414762262091548,0.0,0,0,0,1277.7522705078125,1,1275.8190103704983,1278.6617431640625,1275.0828857421875,1276.9777526855469,1276.872314453125,1276.61962890625,1270.6520541811594,1274.2676774673266,1267.0364308949922,1270.6520541811594,0,1279.2940716154328,999.6310824395199,1276.9777526855469,0.04,0,999.2191389992494,0.0,4.0,0,1,0,1,0,0,0,0,1276.2328383774889,0.0,0.0,-1,1,0,1283.8182187596753,1243.963592394813,1323.6728451245376,1204.1089660299508,1363.5274714893999,1164.2543396650888,1403.382097854262,1,1276.4932861328125
2022-12-02 00:00:00+00:00,1276.4569091796875,1279.2689208984375,1275.236083984375,1279.1839599609375,1279.1839599609375,0,-178592555.2190238,1,0,206095360.0,0,1,0,0.6762115204165027,0.0,0,0,0,1279.1839599609375,0,1276.3983815280226,1279.2689208984375,1275.236083984375,1277.5364685058594,1277.2525024414062,1277.8963216145833,1271.5002374712742,1275.6466891607197,1267.3537857818287,1271.5002374712742,1,1279.2830566581465,999.6310824395199,1277.5364685058594,0.04,0,999.2191389992494,0.0,1.0,0,1,0,1,0,0,0,0,1277.1879580179143,0.0,0.0,-1,1,0,1283.6860151341857,1243.8313887693234,1323.540641499048,1203.9767624044612,1363.3952678639102,1164.1221360395991,1403.2498942287723,1,1278.2182312011719
2022-12-02 01:00:00+00:00,1279.5399169921875,1281.6295166015625,1271.1392822265625,1273.12548828125,1273.12548828125,53528064,-211850764.22591263,0,1,152567296.0,0,1,0,-0.6114666728728356,0.0,0,0,0,1278.9839599609375,1,1276.967425016941,1281.6295166015625,1271.1392822265625,1276.3585510253906,1276.3843994140625,1275.298095703125,1271.0188451512965,1275.315043738727,1266.7226465638662,1271.0188451512965,0,1278.6553004976686,999.6310824395199,1276.3585510253906,0.04,0,998.7455189516784,68147942616.75,3.0,0,1,0,1,0,0,0,0,1276.5521458697758,0.0,0.0,-1,1,1,1283.5538115086963,1243.699185143834,1323.4084378735586,1203.844558778972,1363.2630642384206,1163.9899324141097,1403.1176906032829,-1,1274.7549438476562
2022-12-02 02:00:00+00:00,1273.257568359375,1274.19189453125,1269.398681640625,1271.1900634765625,1271.1900634765625,25317376,-218244262.42832693,0,1,127249920.0,0,1,0,-0.4313400906636785,0.0,0,0,0,1272.92548828125,1,1276.6629880211658,1276.6629880211658,1269.398681640625,1272.0095520019531,1271.7952880859375,1271.5935465494792,1270.2708587607667,1275.0159139977677,1265.5258035237657,1270.2708587607667,0,1277.8910854648352,999.4790609127731,1272.0095520019531,0.04,0,998.7455189516784,32183196804.5,4.0,0,1,0,1,0,0,0,0,1274.9330226482139,0.0,0.0,-1,0,1,1283.421607883207,1243.5669815183446,1323.2762342480692,1203.7123551534823,1363.1308606129314,1163.8577287886203,1402.9854869777935,-1,1271.49267578125
2022-12-02 03:00:00+00:00,1271.4766845703125,1273.8944091796875,1271.4766845703125,1271.6279296875,1271.6279296875,0,-218244262.42832693,0,1,127249920.0,0,1,0,0.0625568009694032,100.0,1,0,0,1271.6279296875,0,1274.3362700115595,1274.3362700115595,1271.4766845703125,1272.1189270019531,1272.685546875,1272.3330078125,1269.8093795960697,1274.3599607468316,1265.2587984453078,1269.8093795960697,1,1277.2523392443165,999.5135062898664,1272.1189270019531,0.04,0,998.7455189516784,0.0,2.0,0,1,0,1,0,0,0,0,1273.4303409223598,0.0,0.0,-1,1,1,1283.2894042577173,1243.434777892855,1323.1440306225795,1203.5801515279927,1362.9986569874418,1163.7255251631307,1402.8532833523038,-1,1272.15673828125
2022-12-02 04:00:00+00:00,1271.8709716796875,1273.417724609375,1269.2431640625,1273.0789794921875,1273.0789794921875,0,-218244262.42832693,0,1,127249920.0,0,1,0,0.2893736475817299,0.0,0,0,0,1273.0789794921875,0,1273.2275985067563,1273.417724609375,1269.2431640625,1271.9027099609375,1271.3304443359375,1271.9132893880208,1269.8223734974715,1274.1492087912695,1265.4955382036735,1269.8223734974715,1,1276.8295039206666,999.5135062898664,1271.9027099609375,0.02,1,998.7455189516784,0.0,1.0,0,1,0,1,0,0,0,0,1272.723414147768,0.0,0.0,-1,1,1,1283.1572006322278,1243.3025742673656,1323.01182699709,1203.4479479025035,1362.8664533619522,1163.5933215376413,1402.7210797268144,-1,1272.2047119140625
2022-12-02 05:00:00+00:00,1273.0401611328125,1274.5267333984375,1272.8709716796875,1273.869873046875,1273.869873046875,0,-218244262.42832693,0,1,127249920.0,0,1,0,0.501105868475376,0.0,0,0,0,1273.869873046875,0,1272.565154233847,1274.5267333984375,1272.565154233847,1273.5769348144531,1273.6988525390625,1273.755859375,1270.1053298579027,1274.250214143042,1265.9604455727633,1270.1053298579027,1,1276.5307807432553,999.5135062898664,1273.5769348144531,0.02,0,998.7455189516784,0.0,1.0,0,1,0,1,0,0,0,0,1272.7229745186319,0.0,0.0,-1,1,1,1283.0249970067382,1243.170370641876,1322.8796233716005,1203.315744277014,1362.7342497364625,1163.4611179121516,1402.5888761013248,1,1273.7843627929688
2022-12-02 06:00:00+00:00,1273.8646240234375,1275.5252685546875,1272.8853759765625,1272.8853759765625,1272.8853759765625,0,-218244262.42832693,0,1,127249920.0,0,1,0,-0.37094238416720615,0.0,0,0,0,1273.669873046875,1,1273.07104452415,1275.5252685546875,1272.8853759765625,1273.7901611328125,1274.205322265625,1273.7653401692708,1270.2300846249684,1274.2948856562562,1266.1652835936807,1270.2300846249684,0,1276.1620462763015,999.5135062898664,1273.7901611328125,0.02,0,998.7455189516784,0.0,3.0,0,1,0,1,0,0,0,0,1272.7639129301597,0.0,0.0,-1,1,0,1282.8927933812488,1243.0381670163865,1322.747419746111,1203.1835406515243,1362.6020461109733,1163.3289142866622,1402.4566724758354,-1,1273.5453491210938
2022-12-02 07:00:00+00:00,1272.509033203125,1275.8404541015625,1272.3070068359375,1275.8404541015625,1275.8404541015625,23032832,-195211430.42832693,1,0,150282752.0,1,0,0,0.9428245698887584,0.0,0,0,0,1275.8404541015625,0,1273.4306028284814,1275.8404541015625,1272.3070068359375,1274.1242370605469,1274.07373046875,1274.6626383463542,1271.0807135936948,1275.1164942150524,1267.0449329723372,1271.0807135936948,1,1276.1298546219703,999.5135062898664,1274.1242370605469,0.02,0,998.9776748221732,29386218838.125,1.0,1,0,0,1,1,0,0,0,1273.5597127027763,0.0,0.0,-1,1,0,1282.7605897557594,1242.905963390897,1322.6152161206217,1203.051337026035,1362.4698424854837,1163.1967106611728,1402.324468850346,1,1274.9570922851562
